S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4754,08/12/2020,Kerala,639664,59607,577616,2441
4755,09/12/2020,Kerala,644696,59873,582351,2472
4756,10/12/2020,Kerala,649571,60066,586998,2507
4757,11/12/2020,Kerala,654041,59663,591845,2533
4758,12/03/2020,Ladakh,3,3,0,0
4759,13/03/2020,Ladakh,3,3,0,0
4760,14/03/2020,Ladakh,3,3,0,0
4761,15/03/2020,Ladakh,3,3,0,0
4762,16/03/2020,Ladakh,4,4,0,0
4763,17/03/2020,Ladakh,6,6,0,0
4764,18/03/2020,Ladakh,8,8,0,0
4765,19/03/2020,Ladakh,8,8,0,0
4766,20/03/2020,Ladakh,10,10,0,0
4767,21/03/2020,Ladakh,13,13,0,0
4768,22/03/2020,Ladakh,13,13,0,0
4769,23/03/2020,Ladakh,13,13,0,0
4770,24/03/2020,Ladakh,13,13,0,0
4771,25/03/2020,Ladakh,13,13,0,0
4772,26/03/2020,Ladakh,13,13,0,0
4773,27/03/2020,Ladakh,13,10,3,0
4774,28/03/2020,Ladakh,13,10,3,0
4775,29/03/2020,Ladakh,13,10,3,0
4776,30/03/2020,Ladakh,13,10,3,0
4777,31/03/2020,Ladakh,13,10,3,0
4778,01/04/2020,Ladakh,13,10,3,0
4779,02/04/2020,Ladakh,13,10,3,0
4780,03/04/2020,Ladakh,14,11,3,0
4781,04/04/2020,Ladakh,14,11,3,0
4782,05/04/2020,Ladakh,14,4,10,0
4783,06/04/2020,Ladakh,14,4,10,0
4784,07/04/2020,Ladakh,14,4,10,0
4785,08/04/2020,Ladakh,14,4,10,0
4786,09/04/2020,Ladakh,14,4,10,0
4787,10/04/2020,Ladakh,15,5,10,0
4788,11/04/2020,Ladakh,15,5,10,0
4789,12/04/2020,Ladakh,15,5,10,0
4790,13/04/2020,Ladakh,15,5,10,0
4791,14/04/2020,Ladakh,15,5,10,0
4792,15/04/2020,Ladakh,17,7,10,0
4793,16/04/2020,Ladakh,17,7,10,0
4794,17/04/2020,Ladakh,18,4,14,0
4795,18/04/2020,Ladakh,18,4,14,0
4796,19/04/2020,Ladakh,18,4,14,0
4797,20/04/2020,Ladakh,18,4,14,0
4798,21/04/2020,Ladakh,18,4,14,0
4799,22/04/2020,Ladakh,18,4,14,0
4800,23/04/2020,Ladakh,18,4,14,0
4801,24/04/2020,Ladakh,18,4,14,0
4802,25/04/2020,Ladakh,20,6,14,0
4803,26/04/2020,Ladakh,20,6,14,0
4804,27/04/2020,Ladakh,20,6,14,0
4805,28/04/2020,Ladakh,20,6,14,0
4806,29/04/2020,Ladakh,22,6,16,0
4807,30/04/2020,Ladakh,22,6,16,0
4808,01/05/2020,Ladakh,22,6,16,0
4809,02/05/2020,Ladakh,22,5,17,0
4810,03/05/2020,Ladakh,22,5,17,0
4811,04/05/2020,Ladakh,41,24,17,0
4812,05/05/2020,Ladakh,41,24,17,0
4813,06/05/2020,Ladakh,41,24,17,0
4814,07/05/2020,Ladakh,41,24,17,0
4815,08/05/2020,Ladakh,42,25,17,0
4816,09/05/2020,Ladakh,42,25,17,0
4817,10/05/2020,Ladakh,42,25,17,0
4818,11/05/2020,Ladakh,42,21,21,0
4819,12/05/2020,Ladakh,42,21,21,0
4820,13/05/2020,Ladakh,42,21,21,0
4821,14/05/2020,Ladakh,43,21,22,0
4822,15/05/2020,Ladakh,43,21,22,0
4823,16/05/2020,Ladakh,43,21,22,0
4824,17/05/2020,Ladakh,43,21,22,0
4825,18/05/2020,Ladakh,43,19,24,0
4826,19/05/2020,Ladakh,43,2,41,0
4827,20/05/2020,Ladakh,43,0,43,0
4828,21/05/2020,Ladakh,44,1,43,0
4829,22/05/2020,Ladakh,44,1,43,0
4830,23/05/2020,Ladakh,44,1,43,0
4831,24/05/2020,Ladakh,49,6,43,0
4832,25/05/2020,Ladakh,52,9,43,0
4833,26/05/2020,Ladakh,52,9,43,0
4834,27/05/2020,Ladakh,53,10,43,0
4835,28/05/2020,Ladakh,53,10,43,0
4836,29/05/2020,Ladakh,73,30,43,0
4837,30/05/2020,Ladakh,74,31,43,0
4838,31/05/2020,Ladakh,74,31,43,0
4839,01/06/2020,Ladakh,74,31,43,0
4840,02/06/2020,Ladakh,77,34,43,0
4841,03/06/2020,Ladakh,81,33,47,1
4842,04/06/2020,Ladakh,90,41,48,1
4843,05/06/2020,Ladakh,90,41,48,1
4844,06/06/2020,Ladakh,97,48,48,1
4845,07/06/2020,Ladakh,99,50,48,1
4846,08/06/2020,Ladakh,103,52,50,1
4847,09/06/2020,Ladakh,103,50,52,1
4848,10/06/2020,Ladakh,108,55,52,1
4849,11/06/2020,Ladakh,115,62,52,1
4850,12/06/2020,Ladakh,135,80,54,1
4851,13/06/2020,Ladakh,239,176,62,1
4852,14/06/2020,Ladakh,437,368,68,1
4853,15/06/2020,Ladakh,549,468,80,1
4854,16/06/2020,Ladakh,555,472,82,1
4855,17/06/2020,Ladakh,649,563,85,1
4856,18/06/2020,Ladakh,687,594,92,1
4857,19/06/2020,Ladakh,687,591,95,1
4858,20/06/2020,Ladakh,744,648,95,1
4859,21/06/2020,Ladakh,836,718,117,1
4860,22/06/2020,Ladakh,837,702,134,1
4861,23/06/2020,Ladakh,847,710,136,1
4862,24/06/2020,Ladakh,932,783,148,1
4863,25/06/2020,Ladakh,941,666,274,1
4864,26/06/2020,Ladakh,941,582,358,1
4865,27/06/2020,Ladakh,946,587,358,1
4866,28/06/2020,Ladakh,960,405,554,1
4867,29/06/2020,Ladakh,963,376,586,1
4868,30/06/2020,Ladakh,964,347,616,1
4869,01/07/2020,Ladakh,973,324,648,1
4870,02/07/2020,Ladakh,990,295,694,1
4871,03/07/2020,Ladakh,990,259,730,1
4872,04/07/2020,Ladakh,1001,223,777,1
4873,05/07/2020,Ladakh,1005,178,826,1
4874,06/07/2020,Ladakh,1005,178,826,1
4875,07/07/2020,Ladakh,1005,168,836,1
4876,08/07/2020,Ladakh,1041,204,836,1
4877,09/07/2020,Ladakh,1041,204,836,1
4878,10/07/2020,Ladakh,1055,139,915,1
4879,11/07/2020,Ladakh,1064,146,917,1
4880,12/07/2020,Ladakh,1077,148,928,1
4881,13/07/2020,Ladakh,1086,157,928,1
4882,14/07/2020,Ladakh,1093,146,946,1
4883,15/07/2020,Ladakh,1093,146,946,1
4884,16/07/2020,Ladakh,1142,177,964,1
4885,17/07/2020,Ladakh,1147,176,970,1
4886,18/07/2020,Ladakh,1151,177,973,1
4887,19/07/2020,Ladakh,1159,173,985,1
4888,20/07/2020,Ladakh,1178,173,1003,2
4889,21/07/2020,Ladakh,1195,186,1007,2
4890,22/07/2020,Ladakh,1198,186,1010,2
4891,23/07/2020,Ladakh,1206,186,1018,2
4892,24/07/2020,Ladakh,1210,183,1025,2
4893,25/07/2020,Ladakh,1246,209,1035,2
4894,26/07/2020,Ladakh,1276,216,1057,3
4895,27/07/2020,Ladakh,1285,218,1063,4
4896,28/07/2020,Ladakh,1306,236,1066,4
4897,29/07/2020,Ladakh,1327,254,1067,6
4898,30/07/2020,Ladakh,1347,261,1080,6
4899,31/07/2020,Ladakh,1378,277,1094,7
4900,01/08/2020,Ladakh,1404,302,1095,7
4901,02/08/2020,Ladakh,1462,347,1108,7
4902,03/08/2020,Ladakh,1466,351,1108,7
4903,04/08/2020,Ladakh,1485,369,1109,7
4904,05/08/2020,Ladakh,1534,400,1127,7
4905,06/08/2020,Ladakh,1592,421,1164,7
4906,07/08/2020,Ladakh,1595,411,1177,7
4907,08/08/2020,Ladakh,1614,411,1194,9
4908,09/08/2020,Ladakh,1639,416,1214,9
4909,10/08/2020,Ladakh,1688,457,1222,9
4910,11/08/2020,Ladakh,1717,471,1237,9
4911,12/08/2020,Ladakh,1770,506,1255,9
4912,13/08/2020,Ladakh,1811,528,1274,9
4913,14/08/2020,Ladakh,1849,558,1282,9
4914,15/08/2020,Ladakh,1879,567,1303,9
4915,16/08/2020,Ladakh,1909,592,1307,10
4916,17/08/2020,Ladakh,1948,578,1356,14
4917,18/08/2020,Ladakh,1966,584,1368,14
4918,19/08/2020,Ladakh,2010,598,1395,17
4919,20/08/2020,Ladakh,2048,633,1397,18
4920,21/08/2020,Ladakh,2077,623,1436,18
4921,22/08/2020,Ladakh,2133,665,1449,19
4922,23/08/2020,Ladakh,2210,720,1469,21
4923,24/08/2020,Ladakh,2279,765,1491,23
4924,25/08/2020,Ladakh,2330,790,1517,23
4925,26/08/2020,Ladakh,2420,847,1549,24
4926,27/08/2020,Ladakh,2451,846,1580,25
4927,28/08/2020,Ladakh,2492,825,1640,27
4928,29/08/2020,Ladakh,2540,798,1714,28
4929,30/08/2020,Ladakh,2603,826,1745,32
4930,31/08/2020,Ladakh,2638,847,1757,34
4931,01/09/2020,Ladakh,2681,773,1874,34
4932,02/09/2020,Ladakh,2733,720,1978,35
4933,03/09/2020,Ladakh,2785,743,2007,35
4934,04/09/2020,Ladakh,2840,766,2039,35
4935,05/09/2020,Ladakh,2935,815,2085,35
4936,06/09/2020,Ladakh,2996,834,2127,35
4937,07/09/2020,Ladakh,3036,850,2151,35
4938,08/09/2020,Ladakh,3064,818,2211,35
4939,09/09/2020,Ladakh,3102,856,2211,35
4940,10/09/2020,Ladakh,3142,778,2329,35
4941,11/09/2020,Ladakh,3177,775,2366,36
4942,12/09/2020,Ladakh,3228,803,2387,38
4943,13/09/2020,Ladakh,3294,841,2414,39
4944,14/09/2020,Ladakh,3345,869,2436,40
4945,15/09/2020,Ladakh,3419,903,2475,41
4946,16/09/2020,Ladakh,3499,938,2517,44
4947,17/09/2020,Ladakh,3535,953,2536,46
4948,18/09/2020,Ladakh,3576,972,2558,46
4949,19/09/2020,Ladakh,3635,987,2600,48
4950,20/09/2020,Ladakh,3708,993,2666,49
4951,21/09/2020,Ladakh,3753,1013,2691,49
4952,22/09/2020,Ladakh,3832,1047,2735,50
4953,23/09/2020,Ladakh,3887,1028,2809,50
4954,24/09/2020,Ladakh,3933,1038,2844,51
4955,25/09/2020,Ladakh,3969,1022,2893,54
4956,26/09/2020,Ladakh,4025,998,2971,56
4957,27/09/2020,Ladakh,4093,1018,3018,57
4958,28/09/2020,Ladakh,4103,1013,3032,58
4959,29/09/2020,Ladakh,4152,1030,3064,58
4960,30/09/2020,Ladakh,4195,1030,3107,58
4961,01/10/2020,Ladakh,4269,1064,3147,58
4962,02/10/2020,Ladakh,4360,1067,3232,61
4963,03/10/2020,Ladakh,4429,1094,3274,61
4964,04/10/2020,Ladakh,4477,1101,3315,61
4965,05/10/2020,Ladakh,4521,1106,3354,61
4966,06/10/2020,Ladakh,4641,1166,3414,61
4967,07/10/2020,Ladakh,4720,1195,3464,61
4968,08/10/2020,Ladakh,4802,1228,3511,63
4969,09/10/2020,Ladakh,4902,1299,3540,63
4970,10/10/2020,Ladakh,4987,1038,3886,63
4971,11/10/2020,Ladakh,5059,1022,3973,64
4972,12/10/2020,Ladakh,5081,980,4037,64
4973,13/10/2020,Ladakh,5151,961,4126,64
4974,14/10/2020,Ladakh,5238,969,4205,64
4975,15/10/2020,Ladakh,5304,979,4261,64
4976,16/10/2020,Ladakh,5393,1018,4310,65
4977,17/10/2020,Ladakh,5441,915,4461,65
4978,18/10/2020,Ladakh,5534,933,4535,66
4979,19/10/2020,Ladakh,5598,917,4615,66
4980,20/10/2020,Ladakh,5647,880,4701,66
4981,21/10/2020,Ladakh,5695,841,4787,67
4982,22/10/2020,Ladakh,5781,848,4865,68
4983,23/10/2020,Ladakh,5812,842,4902,68
4984,24/10/2020,Ladakh,5840,788,4984,68
4985,25/10/2020,Ladakh,5913,790,5052,71
4986,26/10/2020,Ladakh,5933,736,5126,71
4987,27/10/2020,Ladakh,5978,691,5216,71
4988,28/10/2020,Ladakh,6024,689,5262,73
4989,29/10/2020,Ladakh,6085,642,5369,74
4990,30/10/2020,Ladakh,6139,627,5438,74
4991,31/10/2020,Ladakh,6194,627,5493,74
4992,01/11/2020,Ladakh,6270,656,5539,75
4993,02/11/2020,Ladakh,6287,583,5629,75
4994,03/11/2020,Ladakh,6357,610,5671,76
4995,04/11/2020,Ladakh,6441,664,5701,76
4996,05/11/2020,Ladakh,6553,702,5772,79
4997,06/11/2020,Ladakh,6633,752,5802,79
4998,07/11/2020,Ladakh,6718,784,5854,80
4999,08/11/2020,Ladakh,6790,816,5894,80
5000,09/11/2020,Ladakh,6809,765,5960,84
5001,10/11/2020,Ladakh,6934,846,6003,85
5002,11/11/2020,Ladakh,7063,920,6058,85
5003,12/11/2020,Ladakh,7134,930,6118,86
5004,13/11/2020,Ladakh,7211,971,6151,89
5005,14/11/2020,Ladakh,7291,989,6213,89
5006,15/11/2020,Ladakh,7356,978,6289,89
5007,16/11/2020,Ladakh,7396,922,6385,89
5008,17/11/2020,Ladakh,7493,944,6456,93
5009,18/11/2020,Ladakh,7563,930,6539,94
5010,19/11/2020,Ladakh,7623,924,6605,94
5011,20/11/2020,Ladakh,7714,1000,6619,95
5012,21/11/2020,Ladakh,7787,948,6743,96
5013,22/11/2020,Ladakh,7866,912,6856,98
5014,23/11/2020,Ladakh,7939,928,6911,100
5015,24/11/2020,Ladakh,7945,859,6985,101
5016,25/11/2020,Ladakh,8028,854,7069,105
5017,26/11/2020,Ladakh,8119,886,7125,108
5018,27/11/2020,Ladakh,8228,961,7154,113
5019,28/11/2020,Ladakh,8272,904,7254,114
5020,29/11/2020,Ladakh,8328,885,7327,116
5021,30/11/2020,Ladakh,8403,878,7409,116
5022,01/12/2020,Ladakh,8415,809,7489,117
5023,02/12/2020,Ladakh,8477,793,7565,119
5024,03/12/2020,Ladakh,8623,862,7642,119
5025,04/12/2020,Ladakh,8691,859,7713,119
5026,05/12/2020,Ladakh,8732,860,7752,120
5027,06/12/2020,Ladakh,8840,884,7836,120
5028,07/12/2020,Ladakh,8893,856,7917,120
5029,08/12/2020,Ladakh,8896,761,8014,121
5030,09/12/2020,Ladakh,8969,791,8056,122
5031,10/12/2020,Ladakh,9045,819,8104,122
5032,11/12/2020,Ladakh,9071,774,8175,122
5033,30/07/2020,Lakshadweep,0,0,0,0
5034,31/07/2020,Lakshadweep,0,0,0,0
5035,01/08/2020,Lakshadweep,0,0,0,0
5036,02/08/2020,Lakshadweep,0,0,0,0
5037,03/08/2020,Lakshadweep,0,0,0,0
5038,04/08/2020,Lakshadweep,0,0,0,0
5039,05/08/2020,Lakshadweep,0,0,0,0
5040,06/08/2020,Lakshadweep,0,0,0,0
5041,07/08/2020,Lakshadweep,0,0,0,0
5042,08/08/2020,Lakshadweep,0,0,0,0
5043,09/08/2020,Lakshadweep,0,0,0,0
5044,10/08/2020,Lakshadweep,0,0,0,0
5045,11/08/2020,Lakshadweep,0,0,0,0
5046,12/08/2020,Lakshadweep,0,0,0,0
5047,13/08/2020,Lakshadweep,0,0,0,0
5048,14/08/2020,Lakshadweep,0,0,0,0
5049,15/08/2020,Lakshadweep,0,0,0,0
5050,16/08/2020,Lakshadweep,0,0,0,0
5051,17/08/2020,Lakshadweep,0,0,0,0
5052,18/08/2020,Lakshadweep,0,0,0,0
5053,19/08/2020,Lakshadweep,0,0,0,0
5054,20/08/2020,Lakshadweep,0,0,0,0
5055,21/08/2020,Lakshadweep,0,0,0,0
5056,22/08/2020,Lakshadweep,0,0,0,0
5057,23/08/2020,Lakshadweep,0,0,0,0
5058,24/08/2020,Lakshadweep,0,0,0,0
5059,25/08/2020,Lakshadweep,0,0,0,0
5060,26/08/2020,Lakshadweep,0,0,0,0
5061,27/08/2020,Lakshadweep,0,0,0,0
5062,28/08/2020,Lakshadweep,0,0,0,0
5063,29/08/2020,Lakshadweep,0,0,0,0
5064,30/08/2020,Lakshadweep,0,0,0,0
5065,31/08/2020,Lakshadweep,0,0,0,0
5066,01/09/2020,Lakshadweep,0,0,0,0
5067,02/09/2020,Lakshadweep,0,0,0,0
5068,03/09/2020,Lakshadweep,0,0,0,0
5069,04/09/2020,Lakshadweep,0,0,0,0
5070,05/09/2020,Lakshadweep,0,0,0,0
5071,06/09/2020,Lakshadweep,0,0,0,0
5072,07/09/2020,Lakshadweep,0,0,0,0
5073,08/09/2020,Lakshadweep,0,0,0,0
5074,09/09/2020,Lakshadweep,0,0,0,0
5075,10/09/2020,Lakshadweep,0,0,0,0
5076,11/09/2020,Lakshadweep,0,0,0,0
5077,12/09/2020,Lakshadweep,0,0,0,0
5078,13/09/2020,Lakshadweep,0,0,0,0
5079,14/09/2020,Lakshadweep,0,0,0,0
5080,15/09/2020,Lakshadweep,0,0,0,0
5081,16/09/2020,Lakshadweep,0,0,0,0
5082,17/09/2020,Lakshadweep,0,0,0,0
5083,18/09/2020,Lakshadweep,0,0,0,0
5084,19/09/2020,Lakshadweep,0,0,0,0
5085,20/09/2020,Lakshadweep,0,0,0,0
5086,21/09/2020,Lakshadweep,0,0,0,0
5087,22/09/2020,Lakshadweep,0,0,0,0
5088,23/09/2020,Lakshadweep,0,0,0,0
5089,24/09/2020,Lakshadweep,0,0,0,0
5090,25/09/2020,Lakshadweep,0,0,0,0
5091,26/09/2020,Lakshadweep,0,0,0,0
5092,27/09/2020,Lakshadweep,0,0,0,0
5093,28/09/2020,Lakshadweep,0,0,0,0
5094,29/09/2020,Lakshadweep,0,0,0,0
5095,30/09/2020,Lakshadweep,0,0,0,0
5096,01/10/2020,Lakshadweep,0,0,0,0
5097,02/10/2020,Lakshadweep,0,0,0,0
5098,03/10/2020,Lakshadweep,0,0,0,0
5099,04/10/2020,Lakshadweep,0,0,0,0
5100,05/10/2020,Lakshadweep,0,0,0,0
5101,06/10/2020,Lakshadweep,0,0,0,0
5102,07/10/2020,Lakshadweep,0,0,0,0
5103,08/10/2020,Lakshadweep,0,0,0,0
5104,09/10/2020,Lakshadweep,0,0,0,0
5105,10/10/2020,Lakshadweep,0,0,0,0
5106,11/10/2020,Lakshadweep,0,0,0,0
5107,12/10/2020,Lakshadweep,0,0,0,0
5108,13/10/2020,Lakshadweep,0,0,0,0
5109,14/10/2020,Lakshadweep,0,0,0,0
5110,15/10/2020,Lakshadweep,0,0,0,0
5111,16/10/2020,Lakshadweep,0,0,0,0
5112,17/10/2020,Lakshadweep,0,0,0,0
5113,18/10/2020,Lakshadweep,0,0,0,0
5114,19/10/2020,Lakshadweep,0,0,0,0
5115,20/10/2020,Lakshadweep,0,0,0,0
5116,21/10/2020,Lakshadweep,0,0,0,0
5117,22/10/2020,Lakshadweep,0,0,0,0
5118,23/10/2020,Lakshadweep,0,0,0,0
5119,24/10/2020,Lakshadweep,0,0,0,0
5120,25/10/2020,Lakshadweep,0,0,0,0
5121,26/10/2020,Lakshadweep,0,0,0,0
5122,27/10/2020,Lakshadweep,0,0,0,0
5123,28/10/2020,Lakshadweep,0,0,0,0
5124,29/10/2020,Lakshadweep,0,0,0,0
5125,30/10/2020,Lakshadweep,0,0,0,0
5126,31/10/2020,Lakshadweep,0,0,0,0
5127,01/11/2020,Lakshadweep,0,0,0,0
5128,02/11/2020,Lakshadweep,0,0,0,0
5129,03/11/2020,Lakshadweep,0,0,0,0
5130,04/11/2020,Lakshadweep,0,0,0,0
5131,05/11/2020,Lakshadweep,0,0,0,0
5132,06/11/2020,Lakshadweep,0,0,0,0
5133,07/11/2020,Lakshadweep,0,0,0,0
5134,08/11/2020,Lakshadweep,0,0,0,0
5135,09/11/2020,Lakshadweep,0,0,0,0
5136,10/11/2020,Lakshadweep,0,0,0,0
5137,11/11/2020,Lakshadweep,0,0,0,0
5138,12/11/2020,Lakshadweep,0,0,0,0
5139,13/11/2020,Lakshadweep,0,0,0,0
5140,14/11/2020,Lakshadweep,0,0,0,0
5141,15/11/2020,Lakshadweep,0,0,0,0
5142,16/11/2020,Lakshadweep,0,0,0,0
5143,17/11/2020,Lakshadweep,0,0,0,0
5144,18/11/2020,Lakshadweep,0,0,0,0
5145,19/11/2020,Lakshadweep,0,0,0,0
5146,20/11/2020,Lakshadweep,0,0,0,0
5147,21/11/2020,Lakshadweep,0,0,0,0
5148,22/11/2020,Lakshadweep,0,0,0,0
5149,23/11/2020,Lakshadweep,0,0,0,0
5150,24/11/2020,Lakshadweep,0,0,0,0
5151,25/11/2020,Lakshadweep,0,0,0,0
5152,26/11/2020,Lakshadweep,0,0,0,0
5153,27/11/2020,Lakshadweep,0,0,0,0
5154,28/11/2020,Lakshadweep,0,0,0,0
5155,29/11/2020,Lakshadweep,0,0,0,0
5156,30/11/2020,Lakshadweep,0,0,0,0
5157,01/12/2020,Lakshadweep,0,0,0,0
5158,02/12/2020,Lakshadweep,0,0,0,0
5159,03/12/2020,Lakshadweep,0,0,0,0
5160,04/12/2020,Lakshadweep,0,0,0,0
5161,05/12/2020,Lakshadweep,0,0,0,0
5162,06/12/2020,Lakshadweep,0,0,0,0
5163,07/12/2020,Lakshadweep,0,0,0,0
5164,08/12/2020,Lakshadweep,0,0,0,0
5165,09/12/2020,Lakshadweep,0,0,0,0
5166,10/12/2020,Lakshadweep,0,0,0,0
5167,11/12/2020,Lakshadweep,0,0,0,0
5168,21/03/2020,Madhya Pradesh,4,4,0,0
5169,22/03/2020,Madhya Pradesh,4,4,0,0
5170,23/03/2020,Madhya Pradesh,6,6,0,0
5171,24/03/2020,Madhya Pradesh,7,7,0,0
5172,25/03/2020,Madhya Pradesh,7,7,0,0
5173,26/03/2020,Madhya Pradesh,15,14,0,1
5174,27/03/2020,Madhya Pradesh,20,19,0,1
5175,28/03/2020,Madhya Pradesh,30,28,0,2
5176,29/03/2020,Madhya Pradesh,30,28,0,2
5177,30/03/2020,Madhya Pradesh,33,31,0,2
5178,31/03/2020,Madhya Pradesh,47,44,0,3
5179,01/04/2020,Madhya Pradesh,47,44,0,3
5180,02/04/2020,Madhya Pradesh,99,93,0,6
5181,03/04/2020,Madhya Pradesh,99,93,0,6
5182,04/04/2020,Madhya Pradesh,104,98,0,6
5183,05/04/2020,Madhya Pradesh,104,98,0,6
5184,06/04/2020,Madhya Pradesh,165,156,0,9
5185,07/04/2020,Madhya Pradesh,165,156,0,9
5186,08/04/2020,Madhya Pradesh,229,216,0,13
5187,09/04/2020,Madhya Pradesh,229,216,0,13
5188,10/04/2020,Madhya Pradesh,259,243,0,16
5189,11/04/2020,Madhya Pradesh,435,402,0,33
5190,12/04/2020,Madhya Pradesh,532,496,0,36
5191,13/04/2020,Madhya Pradesh,564,528,0,36
5192,14/04/2020,Madhya Pradesh,604,517,44,43
5193,15/04/2020,Madhya Pradesh,730,629,51,50
5194,16/04/2020,Madhya Pradesh,987,870,64,53
5195,17/04/2020,Madhya Pradesh,1120,1003,64,53
5196,18/04/2020,Madhya Pradesh,1310,1172,69,69
5197,19/04/2020,Madhya Pradesh,1407,1210,127,70
5198,20/04/2020,Madhya Pradesh,1407,1210,127,70
5199,21/04/2020,Madhya Pradesh,1485,1284,127,74
5200,22/04/2020,Madhya Pradesh,1552,1328,148,76
5201,23/04/2020,Madhya Pradesh,1592,1364,148,80
5202,24/04/2020,Madhya Pradesh,1699,1413,203,83
5203,25/04/2020,Madhya Pradesh,1852,1550,210,92
5204,26/04/2020,Madhya Pradesh,2096,1787,210,99
5205,27/04/2020,Madhya Pradesh,2096,1691,302,103
5206,28/04/2020,Madhya Pradesh,2168,1756,302,110
5207,29/04/2020,Madhya Pradesh,2387,1890,377,120
5208,30/04/2020,Madhya Pradesh,2561,1971,461,129
5209,01/05/2020,Madhya Pradesh,2660,2041,482,137
5210,02/05/2020,Madhya Pradesh,2719,2050,524,145
5211,03/05/2020,Madhya Pradesh,2846,2071,624,151
5212,04/05/2020,Madhya Pradesh,2846,1892,798,156
5213,05/05/2020,Madhya Pradesh,2942,1979,798,165
5214,06/05/2020,Madhya Pradesh,3049,1873,1000,176
5215,07/05/2020,Madhya Pradesh,3138,1854,1099,185
5216,08/05/2020,Madhya Pradesh,3252,1828,1231,193
5217,09/05/2020,Madhya Pradesh,3341,1792,1349,200
5218,10/05/2020,Madhya Pradesh,3614,1723,1676,215
5219,11/05/2020,Madhya Pradesh,3614,1723,1676,215
5220,12/05/2020,Madhya Pradesh,3785,1817,1747,221
5221,13/05/2020,Madhya Pradesh,3986,1901,1860,225
5222,14/05/2020,Madhya Pradesh,4173,1937,2004,232
5223,15/05/2020,Madhya Pradesh,4426,2018,2171,237
5224,16/05/2020,Madhya Pradesh,4595,2073,2283,239
5225,17/05/2020,Madhya Pradesh,4789,2231,2315,243
5226,18/05/2020,Madhya Pradesh,4977,2326,2403,248
5227,19/05/2020,Madhya Pradesh,5236,2549,2435,252
5228,20/05/2020,Madhya Pradesh,5465,2577,2630,258
5229,21/05/2020,Madhya Pradesh,5735,2735,2733,267
5230,22/05/2020,Madhya Pradesh,5981,2868,2843,270
5231,23/05/2020,Madhya Pradesh,6170,2809,3089,272
5232,24/05/2020,Madhya Pradesh,6371,2823,3267,281
5233,25/05/2020,Madhya Pradesh,6665,2967,3408,290
5234,26/05/2020,Madhya Pradesh,6859,2988,3571,300
5235,27/05/2020,Madhya Pradesh,7024,3030,3689,305
5236,28/05/2020,Madhya Pradesh,7261,3021,3927,313
5237,29/05/2020,Madhya Pradesh,7453,3082,4050,321
5238,30/05/2020,Madhya Pradesh,7645,3042,4269,334
5239,31/05/2020,Madhya Pradesh,7891,3104,4444,343
5240,01/06/2020,Madhya Pradesh,8089,2897,4842,350
5241,02/06/2020,Madhya Pradesh,8283,2922,5003,358
5242,03/06/2020,Madhya Pradesh,8420,2835,5221,364
5243,04/06/2020,Madhya Pradesh,8588,2772,5445,371
5244,05/06/2020,Madhya Pradesh,8762,2748,5637,377
5245,06/06/2020,Madhya Pradesh,8996,2734,5878,384
5246,07/06/2020,Madhya Pradesh,9228,2721,6108,399
5247,08/06/2020,Madhya Pradesh,9401,2658,6331,412
5248,09/06/2020,Madhya Pradesh,9638,2688,6536,414
5249,10/06/2020,Madhya Pradesh,9849,2700,6729,420
5250,11/06/2020,Madhya Pradesh,10049,2730,6892,427
5251,12/06/2020,Madhya Pradesh,10241,2768,7042,431
5252,13/06/2020,Madhya Pradesh,10443,2802,7201,440
5253,14/06/2020,Madhya Pradesh,10641,2817,7377,447
5254,15/06/2020,Madhya Pradesh,10802,2666,7677,459
5255,16/06/2020,Madhya Pradesh,10935,2567,7903,465
5256,17/06/2020,Madhya Pradesh,11083,2455,8152,476
5257,18/06/2020,Madhya Pradesh,11244,2374,8388,482
5258,19/06/2020,Madhya Pradesh,11426,2308,8632,486
5259,20/06/2020,Madhya Pradesh,11582,2339,8748,495
5260,21/06/2020,Madhya Pradesh,11724,2343,8880,501
5261,22/06/2020,Madhya Pradesh,11903,2373,9015,515
5262,23/06/2020,Madhya Pradesh,12078,2342,9215,521
5263,24/06/2020,Madhya Pradesh,12261,2401,9335,525
5264,25/06/2020,Madhya Pradesh,12448,2441,9473,534
5265,26/06/2020,Madhya Pradesh,12596,2435,9619,542
5266,27/06/2020,Madhya Pradesh,12798,2448,9804,546
